,CUST OCCU,SALARY,BPKB NAME,Harga Motor,SPOUSE SALARY,BIRTH DATE,ANGSURAN,GROUP OVERDUE DAYS
1212,LAIN-LAIN,4000000.0,DIFFERENT,7700000,2000000.0,46,411000,e) 61-90
1213,LAIN-LAIN,4000000.0,DIFFERENT,12500000,2000000.0,40,635000,c) 1-30
1214,PRODUKSI,4000000.0,DIFFERENT,6200000,,38,330000,a) LANCAR
1215,PETANI,4000000.0,DIFFERENT,16700000,,59,748000,a) LANCAR
1216,LAIN-LAIN,4000000.0,DIFFERENT,7600000,,42,375000,c) 1-30
1217,PEGAWAI NEGERI/BUMN,4500000.0,DIFFERENT,10900000,,46,411000,a) LANCAR
1218,PEGAWAI SWASTA,4000000.0,DIFFERENT,8200000,2000000.0,50,411000,c) 1-30
1219,LAIN-LAIN,4000000.0,DIFFERENT,10000000,2000000.0,35,560000,a) LANCAR
1220,PETANI,4000000.0,SAME,9400000,2000000.0,46,613000,a) LANCAR
1221,DOKTER/BIDAN/MANTRI,4000000.0,DIFFERENT,11000000,0.0,40,574000,c) 1-30
1222,PEGAWAI SWASTA,4000000.0,DIFFERENT,6300000,2000000.0,31,324000,a) LANCAR
1223,PEGAWAI SWASTA,4000000.0,DIFFERENT,10000000,0.0,45,548000,a) LANCAR
1224,PEDAGANG,4000000.0,DIFFERENT,24200000,2000000.0,24,965000,a) LANCAR
1225,PEDAGANG,5000000.0,DIFFERENT,14200000,2000000.0,45,1110000,a) LANCAR
1226,JASA,4500000.0,DIFFERENT,7600000,,43,560000,a) LANCAR
1227,PEDAGANG,4000000.0,DIFFERENT,6300000,2000000.0,43,714000,a) LANCAR
1228,PETANI,4000000.0,DIFFERENT,7400000,,43,353000,a) LANCAR
1229,PEDAGANG,4000000.0,SAME,7600000,2000000.0,41,466000,a) LANCAR
1230,JASA,4000000.0,DIFFERENT,14700000,2000000.0,34,856000,a) LANCAR
1231,BURUH/PRT,4000000.0,DIFFERENT,9000000,2000000.0,46,434000,a) LANCAR
1232,PEDAGANG,4000000.0,DIFFERENT,8000000,,22,515000,a) LANCAR
1233,PEDAGANG,4000000.0,DIFFERENT,7800000,1000000.0,50,520000,a) LANCAR
1234,PETANI,4000000.0,DIFFERENT,8000000,1500000.0,54,349000,a) LANCAR
1235,PEGAWAI SWASTA,4000000.0,DIFFERENT,12100000,,28,835000,a) LANCAR
1236,PEDAGANG,4000000.0,DIFFERENT,9500000,,49,462000,a) LANCAR
1237,PEDAGANG,4000000.0,DIFFERENT,8100000,,35,520000,d) 31-60
1238,GURU/PENDIDIKAN,4000000.0,SAME,7400000,2000000.0,51,507000,a) LANCAR
1239,PEGAWAI SWASTA,4000000.0,DIFFERENT,7400000,2000000.0,27,382000,a) LANCAR
1240,PETANI,4000000.0,DIFFERENT,9400000,,45,629000,a) LANCAR
1241,PETANI,3000000.0,DIFFERENT,12700000,2000000.0,44,613000,a) LANCAR
1242,PEGAWAI SWASTA,4000000.0,DIFFERENT,10500000,,32,693000,d) 31-60
1243,JASA,4000000.0,DIFFERENT,3900000,,23,308000,a) LANCAR
1244,DOKTER/BIDAN/MANTRI,4000000.0,SAME,5300000,2000000.0,37,628000,a) LANCAR
1245,PEDAGANG,4000000.0,DIFFERENT,7000000,,30,418000,a) LANCAR
1246,PETANI,4000000.0,DIFFERENT,7700000,,27,393000,a) LANCAR
1247,PETANI,4000000.0,SAME,14500000,,41,428000,a) LANCAR
1248,LAIN-LAIN,4000000.0,DIFFERENT,3700000,2000000.0,48,301000,a) LANCAR
1249,LAIN-LAIN,4000000.0,SAME,5400000,,31,301000,a) LANCAR
1250,LAIN-LAIN,4000000.0,SAME,5200000,2000000.0,37,697000,a) LANCAR
1251,PRODUKSI,4000000.0,DIFFERENT,10500000,,24,629000,a) LANCAR
1252,PETANI,4000000.0,DIFFERENT,9800000,2000000.0,49,503000,a) LANCAR
1253,PEDAGANG,4000000.0,DIFFERENT,7300000,3000000.0,35,393000,a) LANCAR
1254,LAIN-LAIN,4000000.0,DIFFERENT,8700000,2000000.0,58,462000,a) LANCAR
1255,SOPIR/PENGEMUDI,,,11100000,1000000.0,41,737000,g) PJDP
1256,JASA,,,13000000,,25,1043000,g) PJDP
1257,PEGAWAI SWASTA,4500000.0,DIFFERENT,9800000,900000.0,27,788000,a) LANCAR
1258,JASA,4500000.0,DIFFERENT,13000000,,25,1043000,d) 31-60
1259,PEGAWAI SWASTA,4500000.0,DIFFERENT,9800000,900000.0,27,788000,a) LANCAR
